Epoch 1 | iter 50 step 12 | loss train: 1.969, val: 1.970 | iter time: 2178.19 ms
Epoch 1 | iter 100 step 25 | loss train: 1.944, val: 1.970 | iter time: 3033.47 ms (step)
Epoch 1 | iter 150 step 37 | loss train: 1.785, val: 1.970 | iter time: 2315.16 ms
Epoch 1 | iter 200 step 50 | loss train: 1.377, val: 1.970 | iter time: 3035.89 ms (step)
Epoch 1 | iter 250 step 62 | loss train: 0.498, val: 1.970 | iter time: 2421.74 ms
Epoch 1 | iter 300 step 75 | loss train: 0.195, val: 1.970 | iter time: 3378.19 ms (step)
Epoch 1 | iter 350 step 87 | loss train: 0.133, val: 1.970 | iter time: 2312.94 ms
Epoch 1 | iter 400 step 100 | loss train: 0.113, val: 1.970 | iter time: 3181.87 ms (step)
Epoch 1 | iter 450 step 112 | loss train: 0.102, val: 1.970 | iter time: 2362.76 ms
Epoch 1 | iter 500 step 125 | loss train: 0.094, val: 1.970 | iter time: 3110.90 ms (step)
Epoch 1 | iter 550 step 137 | loss train: 0.090, val: 1.970 | iter time: 2310.90 ms
Epoch 1 | iter 600 step 150 | loss train: 0.086, val: 1.970 | iter time: 3189.53 ms (step)
Epoch 1 | iter 650 step 162 | loss train: 0.082, val: 1.970 | iter time: 2344.21 ms
Epoch 1 | iter 700 step 175 | loss train: 0.076, val: 1.970 | iter time: 3050.97 ms (step)
Epoch 1 | iter 750 step 187 | loss train: 0.075, val: 1.970 | iter time: 2224.88 ms
Epoch 1 | iter 800 step 200 | loss train: 0.068, val: 1.970 | iter time: 3570.22 ms (step)
Epoch 1 | iter 850 step 212 | loss train: 0.063, val: 0.068 | iter time: 2469.86 ms
Epoch 1 | iter 900 step 225 | loss train: 0.061, val: 0.068 | iter time: 3321.23 ms (step)
Epoch 1 | iter 950 step 237 | loss train: 0.063, val: 0.068 | iter time: 2237.93 ms
Epoch 1 | iter 1000 step 250 | loss train: 0.059, val: 0.068 | iter time: 3438.52 ms (step)
Epoch 1 | iter 1050 step 262 | loss train: 0.060, val: 0.068 | iter time: 2339.13 ms
Epoch 1 | iter 1100 step 275 | loss train: 0.056, val: 0.068 | iter time: 3517.28 ms (step)
Epoch 1 | iter 1150 step 287 | loss train: 0.058, val: 0.068 | iter time: 2162.72 ms
Epoch 1 | iter 1200 step 300 | loss train: 0.055, val: 0.068 | iter time: 3285.68 ms (step)
Epoch 1 | iter 1250 step 312 | loss train: 0.055, val: 0.068 | iter time: 2182.15 ms
Epoch 1 | iter 1300 step 325 | loss train: 0.056, val: 0.068 | iter time: 3248.99 ms (step)
Epoch 1 | iter 1350 step 337 | loss train: 0.055, val: 0.068 | iter time: 2315.10 ms
Epoch 1 | iter 1400 step 350 | loss train: 0.055, val: 0.068 | iter time: 3511.57 ms (step)
Epoch 1 | iter 1450 step 362 | loss train: 0.055, val: 0.068 | iter time: 2313.75 ms
Epoch 1 | iter 1500 step 375 | loss train: 0.053, val: 0.068 | iter time: 3215.59 ms (step)
Epoch 1 | iter 1550 step 387 | loss train: 0.055, val: 0.068 | iter time: 2237.68 ms
Epoch 1 | iter 1600 step 400 | loss train: 0.054, val: 0.068 | iter time: 3233.83 ms (step)
Epoch 1 | iter 1650 step 412 | loss train: 0.056, val: 0.054 | iter time: 2333.59 ms
Epoch 1 | iter 1700 step 425 | loss train: 0.055, val: 0.054 | iter time: 3458.28 ms (step)
Epoch 1 | iter 1750 step 437 | loss train: 0.052, val: 0.054 | iter time: 2181.77 ms
